,C,Training Accuracy,Cross Validation Accuracy
0,3.1622776601683795,0.703136384619893,0.7031598714426991
1,10.0,0.7030193773855843,0.7029875427680292
2,100.0,0.7028847453730167,0.7029209618808945
3,1000.0,0.7031006462630279,0.703050207059078
4,10000.0,0.7031486238017044,0.7030913318261001
