game_id,season,team,over,batter,batter_id,bowler,bowler_id,non_striker,non_striker_id,wides,noballs,legbyes,byes,wicket,player_out,player_out_id,fielders_name,fielders_id,wicket_type,runs_batter,runs_extras,runs_total
858491,2015,Pakistan,0,Mukhtar Ahmed,456f6d99,Mustafizur Rahman,0a8fce53,Ahmed Shehzad,f8fd6e3f,1,0,0,0,0,,,,,,0,1,1
858491,2015,Pakistan,0,Mukhtar Ahmed,456f6d99,Mustafizur Rahman,0a8fce53,Ahmed Shehzad,f8fd6e3f,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,0,Mukhtar Ahmed,456f6d99,Mustafizur Rahman,0a8fce53,Ahmed Shehzad,f8fd6e3f,0,0,0,0,0,,,,,,3,0,3
858491,2015,Pakistan,0,Ahmed Shehzad,f8fd6e3f,Mustafizur Rahman,0a8fce53,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,0,Ahmed Shehzad,f8fd6e3f,Mustafizur Rahman,0a8fce53,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,0,Ahmed Shehzad,f8fd6e3f,Mustafizur Rahman,0a8fce53,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,0,Ahmed Shehzad,f8fd6e3f,Mustafizur Rahman,0a8fce53,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,1,Mukhtar Ahmed,456f6d99,Shakib Al Hasan,7dc35884,Ahmed Shehzad,f8fd6e3f,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,1,Mukhtar Ahmed,456f6d99,Shakib Al Hasan,7dc35884,Ahmed Shehzad,f8fd6e3f,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,1,Mukhtar Ahmed,456f6d99,Shakib Al Hasan,7dc35884,Ahmed Shehzad,f8fd6e3f,0,0,0,0,0,,,,,,1,0,1
858491,2015,Pakistan,1,Ahmed Shehzad,f8fd6e3f,Shakib Al Hasan,7dc35884,Mukhtar Ahmed,456f6d99,0,0,1,0,0,,,,,,0,1,1
858491,2015,Pakistan,1,Mukhtar Ahmed,456f6d99,Shakib Al Hasan,7dc35884,Ahmed Shehzad,f8fd6e3f,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,1,Mukhtar Ahmed,456f6d99,Shakib Al Hasan,7dc35884,Ahmed Shehzad,f8fd6e3f,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,2,Ahmed Shehzad,f8fd6e3f,Mustafizur Rahman,0a8fce53,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,2,Ahmed Shehzad,f8fd6e3f,Mustafizur Rahman,0a8fce53,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,2,Ahmed Shehzad,f8fd6e3f,Mustafizur Rahman,0a8fce53,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,2,Ahmed Shehzad,f8fd6e3f,Mustafizur Rahman,0a8fce53,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,2,Ahmed Shehzad,f8fd6e3f,Mustafizur Rahman,0a8fce53,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,2,Ahmed Shehzad,f8fd6e3f,Mustafizur Rahman,0a8fce53,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,1,0,1
858491,2015,Pakistan,3,Ahmed Shehzad,f8fd6e3f,Mashrafe Mortaza,e186f49c,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,3,Ahmed Shehzad,f8fd6e3f,Mashrafe Mortaza,e186f49c,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,1,0,1
858491,2015,Pakistan,3,Mukhtar Ahmed,456f6d99,Mashrafe Mortaza,e186f49c,Ahmed Shehzad,f8fd6e3f,0,0,0,0,0,,,,,,4,0,4
858491,2015,Pakistan,3,Mukhtar Ahmed,456f6d99,Mashrafe Mortaza,e186f49c,Ahmed Shehzad,f8fd6e3f,0,0,0,0,0,,,,,,4,0,4
858491,2015,Pakistan,3,Mukhtar Ahmed,456f6d99,Mashrafe Mortaza,e186f49c,Ahmed Shehzad,f8fd6e3f,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,3,Mukhtar Ahmed,456f6d99,Mashrafe Mortaza,e186f49c,Ahmed Shehzad,f8fd6e3f,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,4,Ahmed Shehzad,f8fd6e3f,Arafat Sunny,1f7adc8a,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,4,Ahmed Shehzad,f8fd6e3f,Arafat Sunny,1f7adc8a,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,4,0,4
858491,2015,Pakistan,4,Ahmed Shehzad,f8fd6e3f,Arafat Sunny,1f7adc8a,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,4,0,4
858491,2015,Pakistan,4,Ahmed Shehzad,f8fd6e3f,Arafat Sunny,1f7adc8a,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,0,0,0
858491,2015,Pakistan,4,Ahmed Shehzad,f8fd6e3f,Arafat Sunny,1f7adc8a,Mukhtar Ahmed,456f6d99,0,0,0,0,0,,,,,,1,0,1
