game_id,season,team,over,batter,batter_id,bowler,bowler_id,non_striker,non_striker_id,wides,noballs,legbyes,byes,wicket,player_out,player_out_id,fielders_name,fielders_id,wicket_type,runs_batter,runs_extras,runs_total
527012,2011/12,Zimbabwe,0,H Masakadza,31fbf891,KD Mills,7fb32e5b,CJ Chibhabha,f32dbc84,0,0,0,0,0,,,,,,0,0,0
527012,2011/12,Zimbabwe,0,H Masakadza,31fbf891,KD Mills,7fb32e5b,CJ Chibhabha,f32dbc84,0,0,0,0,0,,,,,,1,0,1
527012,2011/12,Zimbabwe,0,CJ Chibhabha,f32dbc84,KD Mills,7fb32e5b,H Masakadza,31fbf891,0,0,0,0,0,,,,,,0,0,0
527012,2011/12,Zimbabwe,0,CJ Chibhabha,f32dbc84,KD Mills,7fb32e5b,H Masakadza,31fbf891,0,0,0,0,0,,,,,,0,0,0
527012,2011/12,Zimbabwe,0,CJ Chibhabha,f32dbc84,KD Mills,7fb32e5b,H Masakadza,31fbf891,0,0,0,0,0,,,,,,0,0,0
527012,2011/12,Zimbabwe,0,CJ Chibhabha,f32dbc84,KD Mills,7fb32e5b,H Masakadza,31fbf891,0,0,0,0,0,,,,,,0,0,0
527012,2011/12,Zimbabwe,1,H Masakadza,31fbf891,DAJ Bracewell,2e9fdf9b,CJ Chibhabha,f32dbc84,0,0,0,0,0,,,,,,1,0,1
527012,2011/12,Zimbabwe,1,CJ Chibhabha,f32dbc84,DAJ Bracewell,2e9fdf9b,H Masakadza,31fbf891,0,0,0,0,0,,,,,,0,0,0
527012,2011/12,Zimbabwe,1,CJ Chibhabha,f32dbc84,DAJ Bracewell,2e9fdf9b,H Masakadza,31fbf891,0,0,0,0,0,,,,,,1,0,1
527012,2011/12,Zimbabwe,1,H Masakadza,31fbf891,DAJ Bracewell,2e9fdf9b,CJ Chibhabha,f32dbc84,0,0,0,0,0,,,,,,6,0,6
